total_pnl,final_cash,final_inventory,trade_count,filled_volume,volume_fill_rate,quote_order_fill_rate,average_quoted_spread,maximum_absolute_inventory,inventory_volatility,maximum_drawdown
45.91705052906764,99946.17699999937,1,498,1783,0.1783,0.249,0.12000000000000005,8,3.929356054113702,1.324526734810206
